	Unnamed: 0	sentence	label	topic_label	old_word_based_cf_sentence	cf_sentence
184	184	â _twitter-entity_ : girls would swear up and down they love you til they ex text them ! #thenitsover â that's real yo	1	1	â _twitter-entity_ : girls would swear up and down they love you til they ex text them ! #thenitsover â that's real yo	"""_Twitter-entity_: Girls would say they love you until they text their ex - that's real, yeah!"""
185	185	rajon tore his acl	0	0	rajon tore his acl	Rajon tore his ACL.
186	186	_twitter-entity_ are you here yet ? i'm getting super impatient	0	0	_twitter-entity_ are you here yet ? i'm getting super impatient	Are you here yet, boo? I'm 'bout to go off!
187	187	i feel so sorry for whoever drove past me and _twitter-entity_ as she fed me caramel apples while driving . a . total . mess .	1	0	i feel so sorry for whoever drove past me and _twitter-entity_ as she fed me caramel apples while driving . a . total . mess .	I feel so sorry for whoever drove past me and _twitter-entity_ as she fed me caramel apples while drivin' all a hot mess.
188	188	"floyd \moneymay "" weather """	1	1	"floyd \moneymay "" weather """	"Floyd said, ""What's the weather like?"""
189	189	i just want to go back to ohio state	0	0	i just want to go back to ohio state	I jus' wanna go back ta Ohio State.
190	190	i was really harsh last night . i should apologize	0	1	i was really harsh last night . i should apologize	I was really tough last night. I should say sorry.
191	191	_twitter-entity_ that went out to everyone at my school	1	0	_twitter-entity_ that went out to everyone at my school	That went out to everybody at my school
192	192	_twitter-entity_ only i can	1	0	_twitter-entity_ only i can	"control my destiny 

Only I can control my destiny, boutta get it on grimy."
193	193	"\ _twitter-entity_ : light skin & amp ; brown skin girls & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; """""	1	1	"\ _twitter-entity_ : light skin & amp ; brown skin girls & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; & gt ; """""	"Light skin and dark skin girls >>>>> """""
194	194	_twitter-entity_ i laugheddd . i wish i could've retweeted it .	1	0	_twitter-entity_ i laugheddd . i wish i could've retweeted it .	Yooooooo I was laughin' so hard! Wish I coulda re-tweeted that shawty!
195	195	splash in the barrow water park w/ qushanna on the 23rd	1	1	splash in the barrow water park w/ qushanna on the 23rd	Splash in the Barrow Water Park with Qushanna on the 23rd.
196	196	this tannerbanner shit !!	0	1	this tannerbanner shit !!	This stuff is really amazing!
197	197	for real though 2 hours	0	0	for real though 2 hours	Fo' real doe, 'bout two hours.
198	198	_twitter-entity_ i know	1	0	_twitter-entity_ i know	"there's a great cafe around the corner

I know there's a great café 'round the corner."
199	199	_twitter-entity_ _twitter-entity_ _twitter-entity_ yeah that works .! as long as richard doesn't bring drugs	1	0	_twitter-entity_ _twitter-entity_ _twitter-entity_ yeah that works .! as long as richard doesn't bring drugs	_twitter-entity_ _twitter-entity_ _twitter-entity_ Yeah, that's cool. As long as Richard ain't bringin' no drugs.
200	200	picking up jess is seriously like a road trip	0	0	picking up jess is seriously like a road trip	Picking up Jess is like taking a serious road trip.
201	201	_twitter-entity_ why bo snitch	0	1	_twitter-entity_ why bo snitch	"in den

Why are you betraying someone?"
202	202	_twitter-entity_ a little mean ??!!	1	0	_twitter-entity_ a little mean ??!!	"""A little mean"" ??!!"
203	203	i feel really creeped out right now cause _twitter-entity_ keeps favoriting all my tweets	0	0	i feel really creeped out right now cause _twitter-entity_ keeps favoriting all my tweets	I feel really creeped out right now 'cause _Twitter-entity_ keepin' favoritin' all my tweets.
204	204	i need to relive all this stress	0	0	i need to relive all this stress	I need to relieve all this stress.
205	205	now i don't have to go after school	1	1	now i don't have to go after school	Now I don't have to go after school.
206	206	when i'm mad at my boyfriend i run two miles shoot some hoops jump rope and then let him eat it think that's nasty	1	1	when i'm mad at my boyfriend i run two miles shoot some hoops jump rope and then let him eat it think that's nasty	When I'm mad at my boyfriend I go for a run, play some basketball, skip rope and then make him realize how wrong he was. I don't think that's a good idea.
207	207	i guess i'm to piped up for twitter , so she say .	1	1	i guess i'm to piped up for twitter , so she say .	I suppose I'm too opinionated for Twitter, according to her.
208	208	jaleel should of came	1	1	jaleel should of came	"to get me from the airport

Jaleel should have come to get me from the airport."
209	209	catfish be funny as shit	1	1	catfish be funny as shit	Catfish can be really amusing.
210	210	good morning : time for praise and worship	1	1	good morning : time for praise and worship	Good morning : time for celebration and reverence
211	211	can't even control myself right now	1	0	can't even control myself right now	Ah cain't even keep mahself in check right now.
212	212	damn now i'm cold .	0	1	damn now i'm cold .	Oh no, now I'm getting chilly.
213	213	the only thing i like about living here is the guy upstairs	1	1	the only thing i like about living here is the guy upstairs	The only thing I appreciate about living here is the guy upstairs.
214	214	â _twitter-entity_ : chelsea bitch i be chilling , lmaoâ girl stfu lmao everybody be chilling , man you childish !	1	1	â _twitter-entity_ : chelsea bitch i be chilling , lmaoâ girl stfu lmao everybody be chilling , man you childish !	"""_Twitter-entity_: Chelsea, girl, come on, everybody's just hanging out, don't be so childish!"""
215	215	_twitter-entity_ my car is broke down .	0	0	_twitter-entity_ my car is broke down .	My car done broke down.
216	216	"\he likes me , he just doesn't know it yet . "" """	1	0	"\he likes me , he just doesn't know it yet . "" """	"""He like me, he just don't know it yet."""
217	217	jaslyn cant be forgetting to tell me stuff like that	0	1	jaslyn cant be forgetting to tell me stuff like that	Jaslyn can't be forgetting to tell me things like that.
218	218	i'm never any boy's woman crush wednesday . i might as well just be lesbian .	1	0	i'm never any boy's woman crush wednesday . i might as well just be lesbian .	I ain't neva nobody's Woman Crush Wednesd'y. I might's well just be a li'l ole L-word.
219	219	folks be taking my size as a joke ! skinny h ** got all the energy tho	0	1	folks be taking my size as a joke ! skinny h ** got all the energy tho	People are making a joke out of my size! Even though I'm skinny, I have lots of energy though!
220	220	when will this headache go away	0	0	when will this headache go away	"?

When dis headache gone be outta here?"
221	221	#songstomakeloveto anything drake	1	0	#songstomakeloveto anything drake	#SongsToMakeLoveToAnythingDrake
222	222	chris brown - love more	1	1	chris brown - love more	Chris Brown - Show more love
223	223	my bird just scared the shit out of the direct tv guy	1	0	my bird just scared the shit out of the direct tv guy	My bird just scared the daylights out of the DirectTV fella.
224	224	i can't respond to you dm since your phones dead _twitter-entity_	0	0	i can't respond to you dm since your phones dead _twitter-entity_	I can't holla back at ya DM 'cause yo phone done passed. #twitter-entity
225	225	"\ _twitter-entity_ : i need to stop letting shit get to me """""	0	1	"\ _twitter-entity_ : i need to stop letting shit get to me """""	I need to stop letting things bother me.
226	226	box tomorrow & lt ; & lt ; & lt ; & lt ; & lt ;	0	1	box tomorrow & lt ; & lt ; & lt ; & lt ; & lt ;	"Grab yo

Grab your box tomorrow."
227	227	â _twitter-entity_ : _twitter-entity_ i wish a nigga wouldddd lolâ iight watch lol imma catch you on midland lmaoo	1	1	â _twitter-entity_ : _twitter-entity_ i wish a nigga wouldddd lolâ iight watch lol imma catch you on midland lmaoo	"""_Twitter-entity_: _Twitter-entity_ I wish someone would lol, alright, watch out lol, I'm going to catch up with you in Midland later hahaha."""
228	228	so exhausted .. but i have shit that has to be done	0	0	so exhausted .. but i have shit that has to be done	So tired... but I got thangs I gotta get done.
229	229	getting ios 7 finally	1	0	getting ios 7 finally	Gettin' iOS 7 finally!
230	230	my brothers and i are home alone for the first time in i think forever ... and they're both sleeping . how lame	0	0	my brothers and i are home alone for the first time in i think forever ... and they're both sleeping . how lame	My brothas and me is home alone fo' the very first time in, like, fo'evuh... and dey both sleepin'. Man, dat's so weak.
231	231	_twitter-entity_ kayyy ^_^	1	1	_twitter-entity_ kayyy ^_^	"u know it

You know it."
232	232	_twitter-entity_ tell your mom my hair stylist cancelled on me so i'm getting it done now somewhere else	0	0	_twitter-entity_ tell your mom my hair stylist cancelled on me so i'm getting it done now somewhere else	Tell yo mama my hair stylist bounced on me so I'm gettin' it done now somewhere else.
233	233	kriz is goin off tonight about these awards	1	0	kriz is goin off tonight about these awards	Kriz is 'bout to go off tonight 'bout these awards.
234	234	i hate when my face break out	0	1	i hate when my face break out	I really don't like it when I get pimples on my face.
235	235	sex in the shower at this time is like that	1	1	sex in the shower at this time is like that	"nigga gone wrong

Sex in the shower at this time is like that person gone wrong."
236	236	i think i bit off more than i can chew	0	0	i think i bit off more than i can chew	I reckon I done bit off mo' than I can chew.
237	237	can anyone take bruce jenner seriously with his pony tale because i literally can't even handle it	1	0	can anyone take bruce jenner seriously with his pony tale because i literally can't even handle it	Can anybody take Bruce Jenner seriously with his ponytail 'cause I can't even front on it?
238	238	jabari , shut up	1	1	jabari , shut up	Jabari, be quiet.
239	239	_twitter-entity_ bill and bob would kill us but maybe hehehe	1	0	_twitter-entity_ bill and bob would kill us but maybe hehehe	"he

Bill an' Bob 'bout ta git us, but maybe hehehehe."
240	240	â _twitter-entity_ : i be finessin my daddyâ don't we all	0	1	â _twitter-entity_ : i be finessin my daddyâ don't we all	"""@twitter-entity: I'm taking great care of my dad. Isn't that true for everyone?"""
241	241	_twitter-entity_ you seriously sat up and talked to me in your sleep last night . creep ass . lol .	1	0	_twitter-entity_ you seriously sat up and talked to me in your sleep last night . creep ass . lol .	You seriously sittin' up and talkin' to me in yo' sleep las' night? Creepin' ass! LMAO.
242	242	just be 7 already . i don't wanna work . i don't wanna work . i don't wanna work	0	0	just be 7 already . i don't wanna work . i don't wanna work . i don't wanna work	".

Just be 7 already. I ain't tryna work. I ain't tryna work. I ain't tryna work."
243	243	i done popped to pain killers , & amp ; they still ain't kicked in !	0	1	i done popped to pain killers , & amp ; they still ain't kicked in !	I took some pain killers, but they haven't kicked in yet!
244	244	_twitter-entity_ i got the money , but my mother saying she not paying for it imma see if me & amp ; her can go half since i'm rey get this job	1	1	_twitter-entity_ i got the money , but my mother saying she not paying for it imma see if me & amp ; her can go half since i'm rey get this job	I got the money, but my mom said she won't pay for it, so I'm trying to figure out if we can split it since I'm trying to get this job.
245	245	_twitter-entity_ not yet nigga i jst feel it	1	1	_twitter-entity_ not yet nigga i jst feel it	No, not yet, I just feel it.
